,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
183,Spencer Hawes,PF,28,TOT,54,797,0.0,0.0,0.0,60.0,40.0,1,2.5,5.1,0.484,0.5,1.5,0.309,2.0,3.6,0.556,0.529,0.8,1.0,0.846,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.2,15.6,0.562,0.292,0.188,5.3,21.5,13.4,0.9,3.3,14.0,19.8,0.7,1.0,1.7,0.102,-0.3,0.8,0.5,0.5
184,Gordon Hayward,SF,26,UTA,73,2516,0.0,0.0,71.0,30.0,0.0,73,7.5,15.8,0.47100000000000003,2.0,5.1,0.39799999999999996,5.4,10.7,0.506,0.536,5.0,5.9,0.8440000000000001,0.7,4.7,5.4,3.5,1.0,0.3,1.9,1.6,21.9,22.2,0.595,0.324,0.371,2.3,15.4,9.0,1.5,0.6,9.4,27.6,7.1,3.3,10.4,0.19899999999999998,4.6,0.5,5.0,4.5
185,Gerald Henderson,SG,29,PHI,72,1667,7.0,93.0,1.0,0.0,0.0,41,3.3,7.7,0.423,0.8,2.4,0.353,2.4,5.3,0.455,0.478,1.8,2.3,0.8059999999999999,0.5,2.1,2.6,1.6,0.6,0.2,0.9,1.8,9.2,10.8,0.529,0.313,0.298,2.2,10.0,6.1,1.2,0.7,9.0,17.9,1.0,1.0,2.0,0.059000000000000004,-2.2,-0.9,-3.1,-0.5
186,John Henson,C,26,MIL,58,1123,0.0,0.0,0.0,6.0,94.0,39,2.7,5.3,0.515,0.0,0.0,0.0,2.7,5.3,0.516,0.515,1.3,1.8,0.6920000000000001,1.6,3.5,5.1,1.0,0.5,1.3,0.9,2.6,6.8,15.3,0.55,0.003,0.34600000000000003,9.6,20.8,15.3,1.3,6.1,12.7,16.6,1.2,1.6,2.7,0.11599999999999999,-2.3,0.7,-1.6,0.1
187,Juan Hernangomez,PF,21,DEN,62,842,0.0,0.0,18.0,72.0,10.0,9,1.6,3.6,0.451,0.7,1.8,0.40700000000000003,0.9,1.8,0.495,0.5539999999999999,0.9,1.2,0.75,0.7,2.3,3.0,0.5,0.5,0.2,0.5,1.0,4.9,13.4,0.5920000000000001,0.504,0.33899999999999997,5.7,18.7,12.3,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.10400000000000001,0.1,-0.2,-0.1,0.4
188,Willy Hernangomez,C,22,NYK,72,1324,0.0,0.0,0.0,2.0,98.0,22,3.4,6.5,0.529,0.1,0.2,0.267,3.4,6.3,0.5379999999999999,0.5329999999999999,1.3,1.7,0.728,2.4,4.6,7.0,1.3,0.6,0.5,1.4,2.1,8.2,19.0,0.564,0.032,0.26899999999999996,13.8,27.1,20.4,1.5,2.2,16.1,20.3,1.8,1.6,3.4,0.12300000000000001,0.3,-0.5,-0.3,0.6
189,Mario Hezonja,SF,21,ORL,65,960,0.0,10.0,73.0,18.0,0.0,2,1.8,5.1,0.355,0.7,2.2,0.299,1.1,2.9,0.39799999999999996,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1.0,0.5,0.2,0.9,1.1,4.9,7.2,0.45,0.436,0.152,2.2,14.7,8.3,1.5,1.3,14.1,18.8,-1.4,0.8,-0.7,-0.033,-4.1,-0.9,-5.0,-0.7
190,Roy Hibbert,C,30,TOT,48,682,0.0,0.0,0.0,0.0,100.0,13,1.7,3.1,0.544,0.0,0.0,0.0,1.7,3.1,0.544,0.544,1.3,1.6,0.813,1.1,2.0,3.2,0.4,0.2,1.0,0.7,2.1,4.6,13.5,0.614,0.0,0.51,8.7,15.9,12.3,0.6,5.9,15.1,14.0,1.0,0.8,1.8,0.129,-3.2,0.9,-2.3,0.0
191,Buddy Hield,SG,24,TOT,82,1888,1.0,71.0,27.0,0.0,0.0,55,4.0,9.4,0.426,1.8,4.6,0.391,2.2,4.7,0.461,0.523,0.8,0.9,0.8420000000000001,0.4,2.9,3.3,1.5,0.5,0.1,1.2,1.4,10.6,11.8,0.541,0.494,0.099,2.0,13.5,7.8,1.0,0.4,11.2,21.3,0.0,1.3,1.3,0.032,-0.6,-1.4,-2.0,0.0
192,Nene,C,34,HOU,67,1198,0.0,0.0,0.0,0.0,100.0,8,3.7,5.9,0.617,0.0,0.1,0.33299999999999996,3.6,5.8,0.624,0.621,1.7,2.9,0.589,1.4,2.8,4.2,1.0,0.8,0.6,1.1,2.4,9.1,18.9,0.63,0.023,0.496,8.6,17.0,12.8,2.2,2.6,13.1,19.7,2.5,1.6,4.1,0.165,0.0,0.8,0.8,0.8
193,George Hill,PG,30,UTA,49,1544,100.0,0.0,0.0,0.0,0.0,49,5.9,12.4,0.47700000000000004,1.9,4.8,0.40299999999999997,4.0,7.6,0.523,0.5539999999999999,3.2,4.0,0.8009999999999999,0.5,2.9,3.4,4.2,1.0,0.2,1.7,2.3,16.9,19.3,0.599,0.384,0.32299999999999995,1.8,10.5,6.2,1.7,0.6,10.9,23.5,4.0,1.9,5.9,0.182,3.0,0.8,3.8,2.3
194,Jordan Hill,C,29,MIN,7,47,0.0,0.0,0.0,23.0,77.0,0,0.7,1.9,0.385,0.0,0.0,0.0,0.7,1.9,0.385,0.385,0.3,0.3,1.0,1.1,0.9,2.0,0.0,0.1,0.0,0.6,1.3,1.7,5.5,0.43200000000000005,0.0,0.154,19.6,15.1,17.4,1.1,0.0,22.4,16.8,-0.1,0.0,0.0,-0.033,-7.1,-5.2,-12.3,-0.1
195,Solomon Hill,SF,25,NOP,80,2374,0.0,1.0,86.0,13.0,0.0,71,2.3,6.0,0.38299999999999995,1.2,3.4,0.348,1.1,2.6,0.428,0.48100000000000004,1.3,1.6,0.805,0.6,3.2,3.8,1.8,0.9,0.4,1.0,2.3,7.0,8.0,0.527,0.565,0.268,2.3,11.4,6.8,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-3.5,0.8,-2.7,-0.4
196,Darrun Hilliard,SG,23,DET,39,381,12.0,85.0,3.0,0.0,0.0,1,1.2,3.2,0.373,0.3,1.2,0.261,0.9,2.1,0.43799999999999994,0.42100000000000004,0.5,0.7,0.75,0.1,0.8,0.8,0.8,0.3,0.1,0.7,1.0,3.3,5.9,0.45899999999999996,0.365,0.222,0.6,9.2,4.7,1.5,0.4,16.8,19.3,-0.6,0.4,-0.2,-0.027000000000000003,-5.8,-0.2,-6.0,-0.4
197,Jrue Holiday,PG,26,NOP,67,2190,63.0,34.0,3.0,0.0,0.0,61,6.0,13.3,0.45399999999999996,1.5,4.2,0.35600000000000004,4.6,9.1,0.498,0.51,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2.0,15.4,17.1,0.532,0.315,0.188,2.2,10.6,6.4,2.2,1.6,16.7,23.5,1.3,2.6,3.8,0.084,1.0,0.2,1.3,1.8
198,Justin Holiday,SG,27,NYK,82,1639,13.0,61.0,26.0,0.0,0.0,4,2.8,6.6,0.433,1.2,3.3,0.355,1.7,3.2,0.513,0.523,0.8,1.0,0.825,0.3,2.4,2.7,1.2,0.8,0.4,0.8,1.3,7.7,12.7,0.5489999999999999,0.507,0.149,1.8,13.1,7.4,2.0,1.5,10.3,16.9,1.3,1.2,2.5,0.073,-0.5,0.2,-0.3,0.7
199,Rondae Hollis-Jefferson,SF,22,BRK,78,1761,0.0,12.0,35.0,52.0,1.0,50,3.0,6.9,0.434,0.2,0.9,0.22399999999999998,2.8,6.1,0.46299999999999997,0.447,2.4,3.2,0.7509999999999999,1.2,4.6,5.8,2.0,1.1,0.6,1.5,2.3,8.7,13.7,0.517,0.124,0.467,5.8,21.1,13.6,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.2,0.9,-1.3,0.3
200,Richaun Holmes,C,23,PHI,57,1193,0.0,0.0,0.0,2.0,98.0,17,4.0,7.2,0.5579999999999999,0.5,1.4,0.35100000000000003,3.6,5.9,0.606,0.591,1.3,1.8,0.6990000000000001,1.6,3.8,5.5,1.0,0.7,1.0,1.0,2.4,9.8,18.6,0.611,0.187,0.25,8.7,20.1,14.4,1.7,3.7,10.7,18.6,2.2,1.6,3.8,0.151,0.5,0.5,1.0,0.9
201,Rodney Hood,SG,24,UTA,59,1593,2.0,92.0,6.0,0.0,0.0,55,4.6,11.3,0.408,1.9,5.2,0.371,2.7,6.1,0.44,0.494,1.5,1.9,0.7829999999999999,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2,12.7,12.4,0.522,0.461,0.17300000000000001,1.2,13.1,7.3,1.3,0.6,8.3,22.9,0.7,1.9,2.6,0.078,-0.6,-0.3,-0.9,0.4
202,Al Horford,C,30,BOS,68,2193,0.0,0.0,0.0,25.0,75.0,68,5.6,11.8,0.473,1.3,3.6,0.355,4.3,8.2,0.524,0.527,1.6,2.0,0.8,1.4,5.4,6.8,5.0,0.8,1.3,1.7,2.0,14.0,17.7,0.5529999999999999,0.302,0.16899999999999998,4.9,18.6,11.8,1.2,3.2,11.8,19.7,3.6,2.7,6.3,0.138,2.3,1.1,3.4,3.0
203,Danuel House,SG,23,WAS,1,1,0.0,0.0,0.0,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,100.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,-8.9,9.8,0.9,0.0
204,Dwight Howard,C,31,ATL,74,2199,0.0,0.0,0.0,0.0,100.0,74,5.2,8.3,0.633,0.0,0.0,0.0,5.2,8.3,0.635,0.633,3.1,5.7,0.5329999999999999,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7,13.5,20.8,0.627,0.003,0.6920000000000001,15.0,31.7,23.5,1.4,3.6,17.5,19.2,3.8,4.5,8.3,0.18100000000000002,0.6,0.8,1.4,1.9
205,Marcelo Huertas,PG,33,LAL,23,237,100.0,0.0,0.0,0.0,0.0,1,1.1,3.0,0.368,0.2,0.8,0.21100000000000002,0.9,2.1,0.429,0.397,0.4,0.7,0.529,0.1,1.0,1.0,2.3,0.4,0.1,0.8,0.7,2.7,9.1,0.41700000000000004,0.27899999999999997,0.25,0.9,10.5,5.5,2.1,0.7,20.1,17.0,-0.2,0.1,-0.1,-0.025,-3.3,-1.3,-4.6,-0.2
206,Josh Huestis,PF,25,OKC,2,31,0.0,0.0,100.0,0.0,0.0,0,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.5710000000000001,0.636,0.0,0.5,0.0,2.0,2.5,4.5,1.5,0.0,1.5,0.0,0.0,7.0,26.1,0.612,0.364,0.091,14.3,17.9,16.1,0.0,7.7,0.0,15.7,0.1,0.0,0.2,0.265,7.6,1.2,8.8,0.1
207,Kris Humphries,PF,31,ATL,56,689,0.0,0.0,0.0,52.0,48.0,4,1.6,3.8,0.40700000000000003,0.3,1.0,0.35200000000000004,1.2,2.9,0.425,0.451,1.1,1.5,0.78,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,4.6,13.6,0.514,0.252,0.38299999999999995,9.7,23.0,16.4,1.1,2.6,10.1,17.6,0.6,1.1,1.6,0.115,-2.0,-0.1,-2.0,0.0
208,RJ Hunter,SG,23,CHI,3,9,42.0,59.0,0.0,0.0,0.0,0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-3.2,0.0,1.0,0.0,0.0,12.1,6.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,-0.08800000000000001,-7.8,-1.2,-9.0,0.0
209,Serge Ibaka,PF,27,TOT,79,2422,0.0,0.0,0.0,87.0,13.0,79,6.0,12.4,0.48,1.6,4.0,0.391,4.4,8.4,0.522,0.5429999999999999,1.4,1.6,0.856,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7,14.8,16.4,0.5660000000000001,0.32299999999999995,0.127,5.7,19.0,12.2,0.8,4.2,9.2,20.9,2.5,2.6,5.1,0.10099999999999999,0.4,-0.3,0.1,1.2
210,Andre Iguodala,SF,33,GSW,76,1998,0.0,3.0,90.0,8.0,0.0,0,2.9,5.5,0.528,0.8,2.3,0.36200000000000004,2.0,3.1,0.6509999999999999,0.605,0.9,1.3,0.706,0.7,3.3,4.0,3.4,1.0,0.5,0.8,1.3,7.6,14.3,0.624,0.42700000000000005,0.24600000000000002,3.0,13.1,8.3,1.8,1.5,11.2,11.2,4.1,2.9,6.9,0.16699999999999998,0.8,1.7,2.5,2.3
211,Ersan Ilyasova,PF,29,TOT,82,2142,0.0,0.0,0.0,84.0,16.0,52,4.7,10.9,0.431,1.7,4.9,0.353,3.0,6.0,0.496,0.511,2.0,2.5,0.778,1.4,4.5,5.9,1.7,0.7,0.3,1.4,2.6,13.1,14.6,0.546,0.452,0.233,5.9,18.8,12.4,1.3,0.9,10.6,22.2,1.8,2.3,4.1,0.091,0.4,-0.3,0.1,1.1
212,Joe Ingles,SF,29,UTA,82,1972,0.0,37.0,50.0,13.0,0.0,26,2.5,5.5,0.452,1.5,3.4,0.441,1.0,2.1,0.47100000000000003,0.589,0.6,0.8,0.735,0.3,2.9,3.2,2.7,1.2,0.1,1.3,2.0,7.1,12.4,0.604,0.619,0.151,1.4,13.6,7.6,2.6,0.3,18.2,13.9,2.0,3.0,5.0,0.12300000000000001,-0.7,2.3,1.6,1.8
213,Brandon Ingram,SF,19,LAL,79,2279,0.0,7.0,79.0,14.0,0.0,40,3.5,8.7,0.402,0.7,2.4,0.294,2.8,6.3,0.44299999999999995,0.442,1.7,2.7,0.621,0.8,3.2,4.0,2.1,0.6,0.5,1.5,2.0,9.4,8.5,0.474,0.273,0.312,2.8,12.7,7.6,1.1,1.3,12.9,16.8,-1.0,0.7,-0.3,-0.006999999999999999,-3.0,-1.4,-4.4,-1.4
214,Kyrie Irving,PG,24,CLE,72,2525,100.0,0.0,0.0,0.0,0.0,72,9.3,19.7,0.473,2.5,6.1,0.401,6.9,13.6,0.505,0.535,4.1,4.6,0.905,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,23.0,0.58,0.311,0.231,2.3,7.5,5.0,1.6,0.8,10.3,30.8,7.4,1.5,8.9,0.17,4.7,-1.3,3.4,3.4
215,Jarrett Jack,PG,33,NOP,2,33,90.0,10.0,0.0,0.0,0.0,0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,2.5,1.0,0.0,1.5,2.0,3.0,7.7,0.773,0.33299999999999996,0.667,0.0,0.0,0.0,3.0,0.0,43.6,9.2,0.0,0.0,0.0,0.06,-4.8,3.4,-1.4,0.0
216,Demetrius Jackson,PG,22,BOS,5,17,64.0,36.0,0.0,0.0,0.0,0,0.6,0.8,0.75,0.2,0.2,1.0,0.4,0.6,0.667,0.875,0.6,1.2,0.5,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,2.0,30.8,0.753,0.25,1.5,13.2,13.0,13.1,0.0,0.0,0.0,17.3,0.1,0.0,0.1,0.386,9.7,0.1,9.8,0.1
217,Pierre Jackson,PG,25,DAL,8,84,100.0,0.0,0.0,0.0,0.0,1,1.6,4.9,0.33299999999999996,0.4,1.4,0.273,1.3,3.5,0.35700000000000004,0.37200000000000005,0.8,0.9,0.857,0.1,1.0,1.1,2.4,0.3,0.0,0.4,0.6,4.4,13.0,0.41600000000000004,0.282,0.179,1.3,11.6,6.2,1.2,0.0,6.7,25.3,0.0,0.1,0.0,0.021,-2.7,-1.7,-4.4,-0.1
218,Reggie Jackson,PG,26,DET,52,1424,98.0,2.0,0.0,0.0,0.0,50,5.5,13.0,0.419,1.3,3.5,0.359,4.2,9.5,0.442,0.46799999999999997,2.3,2.6,0.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,14.9,0.51,0.272,0.201,1.5,7.4,4.4,1.2,0.3,13.4,26.4,0.8,1.2,1.9,0.065,0.4,-1.4,-1.0,0.4
219,LeBron James,SF,32,CLE,74,2794,0.0,1.0,61.0,35.0,3.0,74,9.9,18.2,0.5479999999999999,1.7,4.6,0.363,8.3,13.5,0.611,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,27.0,0.619,0.254,0.395,4.0,20.7,12.6,1.6,1.3,16.1,30.0,9.8,3.0,12.9,0.221,6.4,1.2,7.6,6.7
220,Al Jefferson,C,32,IND,66,931,0.0,0.0,0.0,0.0,100.0,1,3.6,7.1,0.499,0.0,0.0,0.0,3.6,7.1,0.5,0.499,1.0,1.3,0.765,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,8.1,18.9,0.526,0.002,0.18,9.2,24.2,16.8,1.0,1.5,6.1,26.1,1.2,1.1,2.3,0.11900000000000001,-0.3,-1.1,-1.4,0.1
221,Richard Jefferson,SF,36,CLE,79,1614,0.0,17.0,69.0,14.0,0.0,13,1.9,4.3,0.446,0.8,2.4,0.33299999999999996,1.2,2.0,0.58,0.536,1.0,1.4,0.741,0.4,2.2,2.6,1.0,0.3,0.1,0.7,1.9,5.7,8.3,0.574,0.542,0.315,2.0,11.6,6.9,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-2.5,-0.6,-3.1,-0.4
222,John Jenkins,SG,25,PHO,4,13,0.0,100.0,0.0,0.0,0.0,0,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.33299999999999996,0.5,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8,17.3,0.595,0.4,0.4,0.0,8.6,4.2,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.16699999999999998,4.3,-2.1,2.2,0.0
223,Brandon Jennings,PG,27,TOT,81,1802,100.0,0.0,0.0,0.0,0.0,13,2.4,6.6,0.359,1.0,3.1,0.313,1.4,3.5,0.39899999999999997,0.433,1.4,1.9,0.75,0.4,2.1,2.4,4.9,0.9,0.0,1.6,1.4,7.1,12.1,0.479,0.47100000000000003,0.284,1.8,10.1,5.9,1.9,0.2,17.5,17.6,0.7,1.0,1.7,0.046,-1.2,-1.2,-2.4,-0.2
224,Jonas Jerebko,PF,29,BOS,78,1232,0.0,0.0,0.0,79.0,21.0,6,1.5,3.4,0.435,0.6,1.7,0.34600000000000003,0.9,1.7,0.523,0.521,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,3.8,9.3,0.537,0.496,0.141,5.4,19.1,12.3,1.0,1.1,12.3,11.4,0.8,1.3,2.1,0.08,-2.3,0.0,-2.4,-0.1
225,Amir Johnson,PF,29,BOS,80,1608,0.0,0.0,0.0,94.0,6.0,77,2.7,4.6,0.5760000000000001,0.3,0.8,0.409,2.3,3.8,0.612,0.612,0.8,1.3,0.67,1.5,3.1,4.6,1.8,0.6,0.8,1.0,2.6,6.5,15.0,0.628,0.17800000000000002,0.27,8.3,17.0,12.7,1.6,3.2,15.7,13.6,2.9,2.1,5.0,0.149,-0.7,1.3,0.6,1.1
226,Brice Johnson,PF,22,LAC,3,9,0.0,0.0,0.0,0.0,100.0,0,0.7,2.3,0.28600000000000003,0.0,0.0,0.0,0.7,2.3,0.28600000000000003,0.28600000000000003,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.7,0.3,0.3,0.0,1.3,17.2,0.28600000000000003,0.0,0.0,12.8,24.2,18.6,11.1,9.1,12.5,39.8,-0.1,0.0,0.0,-0.165,-6.6,4.5,-2.0,0.0
227,James Johnson,PF,29,MIA,76,2085,0.0,0.0,0.0,91.0,9.0,5,4.8,10.1,0.479,1.1,3.4,0.34,3.7,6.8,0.5479999999999999,0.535,2.0,2.8,0.7070000000000001,0.9,4.1,4.9,3.6,1.0,1.1,2.3,2.6,12.8,17.0,0.564,0.33299999999999996,0.28,3.5,16.6,10.0,1.8,3.2,16.5,22.0,1.9,3.2,5.1,0.11699999999999999,1.1,1.7,2.8,2.5
228,Joe Johnson,SF,35,UTA,78,1843,1.0,41.0,56.0,3.0,0.0,14,3.5,8.0,0.436,1.4,3.3,0.41100000000000003,2.1,4.7,0.45399999999999996,0.521,0.8,1.0,0.818,0.4,2.7,3.1,1.8,0.5,0.2,0.9,1.2,9.2,12.8,0.542,0.41200000000000003,0.12300000000000001,2.1,12.8,7.6,1.0,0.8,9.5,18.5,1.7,2.1,3.8,0.099,0.4,0.1,0.4,1.1
229,Stanley Johnson,SF,20,DET,77,1371,0.0,45.0,54.0,0.0,0.0,1,1.7,4.7,0.353,0.6,2.0,0.292,1.1,2.7,0.39799999999999996,0.415,0.5,0.7,0.679,0.5,2.0,2.5,1.4,0.7,0.3,0.9,1.6,4.4,7.2,0.436,0.42200000000000004,0.145,2.8,12.7,7.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.4,0.012,-4.4,1.4,-3.0,-0.3
230,Tyler Johnson,PG,24,MIA,73,2178,53.0,47.0,0.0,0.0,0.0,0,4.9,11.3,0.433,1.3,3.4,0.37200000000000005,3.6,7.9,0.46,0.49,2.7,3.5,0.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,15.9,0.535,0.303,0.308,2.5,12.5,7.4,1.9,1.6,8.8,20.9,3.1,2.7,5.8,0.128,0.4,1.0,1.4,1.8
231,Wesley Johnson,SF,29,LAC,68,810,0.0,0.0,31.0,69.0,0.0,3,1.1,2.9,0.365,0.4,1.7,0.24600000000000002,0.6,1.2,0.537,0.43799999999999994,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.2,2.7,8.4,0.44799999999999995,0.59,0.085,3.7,20.8,12.5,1.8,3.0,8.0,12.5,-0.3,1.2,0.9,0.051,-3.1,1.1,-2.0,0.0
232,Nikola Jokic,C,21,DEN,73,2038,0.0,0.0,0.0,14.0,86.0,59,6.8,11.7,0.578,0.6,1.9,0.324,6.2,9.8,0.628,0.605,2.6,3.1,0.825,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,26.3,0.64,0.163,0.267,11.6,27.2,19.5,1.5,2.1,15.2,23.5,7.7,2.0,9.7,0.228,5.9,1.4,7.3,4.8
233,Dahntay Jones,SF,36,CLE,1,12,100.0,0.0,0.0,0.0,0.0,0,3.0,8.0,0.375,0.0,2.0,0.0,3.0,6.0,0.5,0.375,3.0,4.0,0.75,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,14.7,0.461,0.25,0.5,9.5,8.9,9.2,0.0,0.0,9.3,39.9,0.0,0.0,0.0,-0.03,-0.4,-4.4,-4.8,0.0
234,Damian Jones,C,21,GSW,10,85,0.0,0.0,0.0,7.0,93.0,0,0.8,1.6,0.5,0.0,0.0,0.0,0.8,1.6,0.5,0.5,0.3,1.0,0.3,0.9,1.4,2.3,0.0,0.1,0.4,0.6,1.5,1.9,5.3,0.466,0.0,0.625,12.4,17.0,14.8,0.6,3.7,22.7,13.4,-0.1,0.1,0.0,0.018000000000000002,-7.7,-1.9,-9.7,-0.2
235,Derrick Jones Jr,SF,19,PHO,32,545,1.0,31.0,67.0,2.0,0.0,8,2.1,3.8,0.562,0.1,0.3,0.273,2.0,3.4,0.591,0.574,0.9,1.3,0.7070000000000001,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3,12.0,0.604,0.091,0.33899999999999997,7.6,8.2,7.9,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-1.6,-0.7,-2.3,0.0
236,James Jones,SF,36,CLE,48,381,0.0,0.0,49.0,42.0,8.0,2,0.9,1.9,0.478,0.6,1.4,0.47,0.3,0.5,0.5,0.647,0.3,0.4,0.65,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,2.8,11.1,0.655,0.7170000000000001,0.217,0.9,9.5,5.4,0.8,2.1,9.0,13.0,0.6,0.2,0.8,0.102,-0.1,-0.3,-0.3,0.2
237,Terrence Jones,PF,25,TOT,54,1270,0.0,0.0,1.0,75.0,24.0,12,4.3,9.1,0.47,0.4,1.4,0.253,3.9,7.7,0.508,0.489,1.9,3.1,0.606,1.2,4.5,5.7,1.1,0.7,1.0,0.9,1.2,10.8,16.1,0.515,0.152,0.34600000000000003,5.4,20.2,12.7,1.5,3.5,7.8,21.4,0.4,1.9,2.3,0.086,-1.0,0.4,-0.6,0.5
238,Tyus Jones,PG,20,MIN,60,774,99.0,1.0,0.0,0.0,0.0,0,1.3,3.0,0.414,0.4,1.2,0.35600000000000004,0.8,1.8,0.45399999999999996,0.486,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5,13.8,0.523,0.40299999999999997,0.23800000000000002,1.5,8.7,5.0,3.1,0.6,16.0,13.6,1.0,0.6,1.5,0.096,-0.6,0.7,0.2,0.4
239,DeAndre Jordan,C,28,LAC,81,2570,0.0,0.0,0.0,0.0,100.0,81,5.1,7.1,0.7140000000000001,0.0,0.0,0.0,5.1,7.1,0.7170000000000001,0.7140000000000001,2.5,5.2,0.48200000000000004,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7,21.8,0.6729999999999999,0.003,0.737,13.3,34.6,24.2,1.0,4.3,13.1,15.3,7.2,4.6,11.8,0.221,2.5,0.9,3.3,3.5
240,Cory Joseph,PG,25,TOR,80,2003,61.0,39.0,0.0,0.0,0.0,22,3.7,8.3,0.452,0.6,1.7,0.35600000000000004,3.1,6.6,0.47700000000000004,0.489,1.2,1.5,0.77,0.6,2.3,2.9,3.3,0.8,0.2,1.4,1.8,9.3,13.2,0.518,0.204,0.185,2.9,10.4,6.6,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.08199999999999999,-0.9,-0.4,-1.3,0.4
241,Frank Kaminsky,C,23,CHO,75,1954,0.0,0.0,0.0,17.0,83.0,16,4.3,10.7,0.39899999999999997,1.5,4.7,0.32799999999999996,2.7,6.0,0.455,0.47100000000000003,1.6,2.1,0.7559999999999999,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,11.7,13.0,0.502,0.441,0.195,3.2,15.8,9.5,1.2,1.5,8.0,21.8,0.4,1.9,2.3,0.055999999999999994,-0.5,-0.6,-1.2,0.4
242,Enes Kanter,C,24,OKC,72,1533,0.0,0.0,0.0,26.0,74.0,0,5.6,10.2,0.545,0.1,0.5,0.132,5.5,9.7,0.568,0.5489999999999999,3.1,4.0,0.7859999999999999,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1,14.3,23.7,0.599,0.052000000000000005,0.387,14.1,20.8,17.4,1.0,2.0,12.5,27.3,4.0,1.8,5.8,0.183,3.0,-1.3,1.7,1.4
243,Ryan Kelly,PF,25,ATL,16,110,0.0,0.0,0.0,40.0,60.0,0,0.5,1.8,0.28600000000000003,0.3,0.6,0.4,0.3,1.1,0.222,0.35700000000000004,0.3,0.4,0.833,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6,7.8,0.408,0.35700000000000004,0.214,1.0,16.7,9.0,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.028999999999999998,-4.6,1.4,-3.1,0.0
